ym,industry,MediaTypeID,count,exp,products,brands,nunique.ads,nunique.days,total.imp
2010-07,T1,25,32581,17283463,42,2289,2405,4,2433469012
2009-12,B1,25,36610,19653919,195,4274,4690,1,3583233251
2010-01,B1,25,135780,73571906,210,6537,7244,4,13581051666
2010-03,B1,25,172176,95151618,214,8192,9079,5,16972352667
2010-11,B1,25,150631,91807001,227,10208,11434,5,20140741456
2010-11,B1,26,36738,11934427,196,4079,4583,5,1881723960
2010-08,B1,25,142794,81293051,224,8880,9879,5,17285077409
2010-07,B1,25,120302,67441904,211,7871,8743,4,13979679148
2010-09,B1,25,119559,69426218,220,8602,9630,4,14786316809
2010-04,B1,25,139828,73063568,211,7599,8472,4,14363448572
2010-05,B1,25,163021,86986909,215,7995,8918,5,16995037583
2010-01,B1,26,33245,9114649,173,2853,3134,4,1344036420
2010-04,B1,26,31849,8588222,177,3528,3887,4,1408202392
2010-05,B1,26,36072,9745673,177,3656,4027,5,1559335080
2010-07,B1,26,26273,7065562,179,3281,3627,4,1204106780
2010-12,D2,25,14721,8789302,126,1717,1817,3,1737426040
2010-12,D2,26,3520,792132,77,859,894,3,133358593
2010-03,D2,25,28096,13630163,127,1777,1868,5,2337022272
2010-01,D2,25,24384,13019547,119,1523,1585,4,2377546215
2010-04,D2,25,21429,10413191,128,1633,1717,4,2108822214
2010-05,D2,25,24540,11846659,130,1743,1856,5,2267392401
2010-07,D2,25,18151,8805135,131,1684,1791,4,1952668742
2010-08,D2,25,21870,10394777,138,1886,1997,5,2174462036
2010-09,D2,25,17356,9291127,138,1851,1956,4,1952984192
2010-10,D2,25,18348,10605309,139,1886,1994,4,2226652390
2010-11,D2,25,23901,13742651,140,2136,2280,5,2810120495
2010-01,D2,26,6313,1572020,70,833,862,4,238266930
2010-04,D2,26,4738,1128726,69,904,941,4,182500890
2010-05,D2,26,5479,1253423,71,932,982,5,194842230
2010-07,D2,26,3859,811524,75,855,892,4,130062695
2010-08,D2,26,4994,996355,76,1001,1044,5,157301845
2010-09,D2,26,4353,931578,76,963,998,4,148229515
2010-10,D2,26,4989,1126363,80,998,1039,4,179254996
2009-12,D2,25,7423,4143525,115,1068,1124,1,699769741
2010-02,D2,25,21108,11321512,125,1610,1696,4,2030525915
2010-06,D2,25,17987,9484985,132,1594,1692,4,1966006125
2009-12,D2,26,1924,438833,69,644,672,1,61772964
2010-02,D2,26,4653,1285595,67,829,871,4,192561953
2010-03,D2,26,6051,1423092,80,967,1004,5,205760575
2010-06,D2,26,3979,948137,70,832,875,4,152414912
2010-11,D2,26,6193,1332231,83,1107,1155,5,216608929
2010-06,F1,25,8333,6977406,93,414,455,4,952590543
2010-07,F1,25,7960,6266611,96,411,447,4,920802709
2010-08,F1,25,9460,6776037,101,466,508,5,1016023542
2010-09,F1,25,8346,6035351,101,468,502,4,963221868
2010-11,F1,25,10530,8176927,118,544,594,5,1296629432
2010-12,F1,25,5452,4396343,111,453,499,3,700162529
2010-06,F1,26,1004,190499,48,94,98,4,22605825
2010-07,F1,26,956,164153,40,85,86,4,22018743
2010-08,F1,26,1154,152206,35,107,109,5,21504765
2010-09,F1,26,1103,200239,46,115,121,4,28263693
2009-12,G5,25,221,133422,12,31,31,1,17041922
2010-01,G5,25,1105,652373,14,45,45,4,87182332
2010-02,G5,25,1118,807493,15,59,61,4,118088631
2010-03,G5,25,1393,940342,15,72,74,5,151711836
2010-06,G5,25,1159,784951,13,50,53,4,141405193
2010-07,G5,25,1338,767384,14,61,63,4,123767033
2010-08,G5,25,1459,862644,14,81,86,5,153267023
2010-09,G5,25,857,410715,18,74,76,4,67330810
2010-10,G5,25,711,665877,15,61,63,4,117881654
2010-11,G5,25,794,826655,14,75,78,5,165234509
2010-12,G5,25,326,203356,14,56,58,3,41283680
2010-08,G5,26,88,11923,9,22,22,5,1707199
2010-07,G5,26,90,13595,6,13,13,4,1475256
2010-11,G5,26,42,2725,5,14,14,5,374772
2010-02,B5,25,879,248095,11,136,142,4,53306416
2010-03,B5,25,1056,331833,12,154,163,5,36068681
2010-04,B5,25,985,443944,9,139,144,4,64447566
2010-06,B5,25,1058,410249,11,134,145,4,55235523
2010-07,B5,25,1077,552008,10,147,161,4,96779232
2010-08,B5,25,1096,454241,10,150,160,5,79536531
2010-10,B5,25,999,514064,10,140,151,4,77181022
2010-09,B5,25,1048,483071,8,147,162,4,67821192
2010-11,B5,25,1387,851274,12,189,202,5,144748483
2010-04,B5,26,136,27700,6,35,35,4,3160217
2010-10,B5,26,146,49620,7,40,43,4,6058604
2010-11,B5,26,233,48277,9,64,66,5,5354506
2010-04,G3,25,15131,7632815,75,1711,1777,4,1590238293
2010-05,G3,25,18405,9907180,80,1823,1904,5,2159186915
2010-04,G3,26,5205,1794513,63,1137,1168,4,306264688
2010-05,G3,26,6193,1875625,68,1198,1242,5,315864302
2009-12,F1,25,2041,1279818,79,275,292,1,164777149
2010-01,F1,25,8326,5846212,85,352,375,4,744931307
2010-02,F1,25,11020,7037975,89,415,439,4,914255030
2010-03,F1,25,13293,8770042,96,471,506,5,1123205604
2010-04,F1,25,11368,6969312,90,442,479,4,1019109143
2010-05,F1,25,12266,8322766,98,464,502,5,1187979513
2010-10,F1,25,7809,6031732,109,480,527,4,907909907
2010-02,F1,26,1205,174317,42,109,111,4,22910278
2010-01,D1,25,4921,3186755,59,238,251,4,487939401
2010-02,D1,25,6926,4538041,73,316,334,4,647516707
2010-03,D1,25,10231,5728578,76,363,391,5,844920282
2010-04,D1,25,8438,3829835,73,346,371,4,666218605
2010-05,D1,25,9882,5215761,72,384,406,5,1005301325
2010-06,D1,25,7481,4603208,62,326,348,4,841930823
2010-07,D1,25,6894,3358656,68,340,365,4,592493254
2010-08,D1,25,9034,4998570,77,408,432,5,871008639
2010-09,D1,25,7106,4231177,72,395,418,4,708371106
2010-10,D1,25,5770,3678482,73,362,389,4,614007316
2010-11,D1,25,7591,4917345,73,389,415,5,854436422
2010-12,D1,25,4644,2909175,66,340,357,3,513354625
2010-02,D1,26,475,111223,27,63,64,4,12179647
2010-05,D1,26,711,109312,26,75,77,5,13433588
2010-04,D1,26,728,64016,36,79,82,4,8765929
2010-06,D1,26,423,70084,21,58,62,4,8184150
2010-03,D1,26,736,133909,35,93,95,5,15943812
2010-08,D1,26,616,110374,28,74,78,5,15798567
2010-07,D1,26,424,40929,19,50,53,4,5377670
2009-12,T3,25,8,9730,3,5,5,1,4670775
2010-04,T3,25,35,25848,3,7,7,4,2692807
2010-05,T3,25,98,84227,3,5,5,5,12352862
2010-06,T3,25,48,14305,3,6,6,4,1500167
2010-07,T3,25,81,76830,2,8,8,4,5759574
2009-12,T3,26,1,36,1,1,1,1,3482
2010-05,T3,26,48,34179,3,3,3,4,4341425
2010-07,T3,26,6,424,1,1,1,1,52947
2010-04,T3,26,9,11814,3,3,3,3,967131
2010-06,T3,26,3,681,2,2,2,2,100174
2009-12,G7,25,7508,4079103,204,1598,1645,1,785261648
2010-01,G7,25,31413,16136873,228,2309,2403,4,2919504738
2009-12,G7,26,2368,846828,156,977,994,1,118069827
2010-01,G7,26,8694,2775031,154,1190,1223,4,392810926
2010-08,B1,26,35728,9488274,183,3819,4219,5,1544000405
2010-09,B1,26,32207,8807169,181,3728,4127,4,1420314967
2010-05,F1,26,1722,297580,54,132,135,5,37759352
2010-05,H2,25,3701,2128594,48,119,138,5,357175022
2010-06,H2,25,2668,1615175,47,108,125,4,280902858
2010-07,H2,25,3014,1571468,50,114,132,4,248384645
2010-08,H2,25,3702,1933071,55,126,142,5,276280640
2010-09,H2,25,3106,1891125,58,136,149,4,302800072
2010-05,H2,26,539,46648,23,39,42,5,6588685
2010-06,H2,26,298,23803,23,38,44,4,3769008
2010-07,H2,26,313,20372,19,32,38,4,3009676
2010-08,H2,26,493,40128,27,38,44,5,5718960
2010-10,F1,26,706,184085,51,121,127,4,23401212
2010-11,F1,26,1214,313354,51,136,143,5,43876512
2010-01,F1,26,891,172637,36,81,83,4,23504491
2009-12,T4,25,6648,2190808,31,774,876,1,376854717
2010-04,T4,25,27759,11145814,34,1332,1493,4,2061644456
2010-05,T4,25,34239,14667041,35,1491,1690,5,2751555250
2010-06,T4,25,26966,12041628,33,1478,1673,4,2314715678
2010-07,T4,25,23924,10167651,34,1460,1690,4,2074024255
2010-08,T4,25,25059,11651232,33,1539,1757,5,2174231040
2010-09,T4,25,20559,9978923,34,1369,1570,4,1842892017
2010-10,T4,25,20097,10180493,35,1355,1553,4,2004950228
2010-11,T4,25,24172,12445023,35,1494,1717,5,2511709202
2010-12,T4,25,13677,5472538,34,1250,1428,3,1137942462
2010-05,T4,26,8554,2111305,27,831,916,5,320918330
2010-06,T4,26,7103,1798195,26,852,943,4,267340353
2010-09,T4,26,5872,1550291,29,755,835,4,222071526
2010-10,T4,26,5864,1646124,28,689,757,4,237248259
2010-08,T4,26,7132,1998552,27,866,971,5,303698807
2010-07,T4,26,6475,1552175,27,796,894,4,231821380
2010-12,T4,26,4125,860238,28,662,733,3,139474821
2010-01,T1,25,23111,9355938,36,3033,3131,4,1224403088
2010-02,T1,25,31681,16112381,39,3396,3517,4,2124940842
2010-03,T1,25,46814,22667328,39,4362,4534,5,2964120017
2010-04,T1,25,34948,16854561,42,3974,4121,4,2248656173
2010-05,T1,25,45740,23351677,42,2738,2850,5,3289411666
2010-08,T1,25,34182,19257472,42,2390,2520,5,2568206872
2010-09,T1,25,25096,14633267,41,2321,2464,4,1915086538
2010-10,T1,25,24906,14693931,43,2288,2439,4,1958388173
2010-11,T1,25,33969,19380467,42,2589,2757,5,2739103938
2010-12,T1,25,23222,13390234,38,2158,2287,3,1870080550
2010-03,T1,26,10941,4358392,27,1281,1332,5,567021492
2010-04,T1,26,9100,3898188,26,1176,1225,4,541778318
2010-05,T1,26,12040,4472042,27,1302,1351,5,621587021
2010-08,T1,26,10770,3210936,26,1360,1424,5,434320993
2010-09,T1,26,8264,2246071,28,1368,1432,4,305443299
2010-11,T1,26,10390,2918074,27,1434,1512,5,416867442
2010-10,T1,26,7601,2359869,27,1339,1411,4,331936370
2010-12,T1,26,7535,2252494,23,1273,1341,3,312416984
2010-05,G7,25,42003,21131708,237,2893,3028,5,4461411193
2010-06,G7,25,30107,16166689,231,2593,2714,4,3474159283
2010-05,G7,26,10869,3593434,181,1545,1598,5,556315854
2010-06,G7,26,7816,2648460,169,1382,1424,4,416606039
2009-12,B3,25,5904,2967378,29,640,724,1,438690082
2010-01,B3,25,23107,12620537,31,858,997,4,1889670980
2010-02,B3,25,18605,10523787,31,905,1020,4,1590763840
2010-01,B4,25,17544,10120197,41,1264,1412,4,1787553251
2009-12,B4,25,3935,2206167,39,779,876,1,413174333
2010-02,B4,25,14092,8260239,42,1317,1473,4,1404266781
2010-03,B4,25,21960,12690542,41,1479,1667,5,2126004533
2010-04,B4,25,17152,9734597,43,1392,1574,4,1776841805
2010-05,B4,25,20119,11383854,44,1522,1716,5,2072533698
2010-06,B4,25,15626,9060106,41,1364,1519,4,1735406951
2010-07,B4,25,17339,10024420,43,1412,1581,4,1971923199
2010-08,B4,25,18160,11431264,43,1581,1774,5,2232910543
2010-09,B4,25,16791,11724666,45,1623,1846,4,2205582308
2010-10,B4,25,14630,9371215,45,1587,1813,4,1985798638
2010-11,B4,25,18778,11840345,44,1827,2090,5,2505623780
2010-12,B4,25,10481,5814732,46,1324,1526,3,1208613144
2009-12,B4,26,883,275074,31,222,254,1,43922788
2010-01,B4,26,3901,1343732,32,355,391,4,200568947
2010-03,B4,26,4600,1710090,34,442,500,5,240396145
2010-02,B4,26,2731,1010683,35,356,397,4,165715797
2010-05,B4,26,3784,1401463,33,446,493,5,224675059
2010-04,B4,26,3412,1213326,35,415,461,4,175014265
2010-07,B4,26,3458,1069691,37,381,425,4,172677309
2010-06,B4,26,2934,923428,35,385,417,4,150616961
2010-08,B4,26,3970,1372718,35,446,492,5,227763430
2010-09,B4,26,3797,1515277,35,486,548,4,233778446
2010-10,B4,26,3147,1151398,39,472,527,4,191045937
2010-11,B4,26,3840,1721856,38,564,633,5,281566991
2010-12,B4,26,2089,770308,34,423,467,3,127961637
2010-04,H5,25,2457,970852,57,167,176,4,154664424
2010-05,H5,25,2632,1087597,61,189,202,5,180009839
2010-06,H5,25,2364,1117449,58,187,202,4,186256873
2010-07,H5,25,2565,1265204,67,198,213,4,227485281
2010-08,H5,25,2722,1253161,61,210,226,5,207096034
2010-09,H5,25,2333,1057539,65,215,231,4,187583266
2010-10,H5,25,2703,1074907,69,223,243,4,217541791
2009-12,H3,25,1830,1149446,20,262,281,1,201692813
2010-01,H3,25,4879,2381674,21,447,472,4,410420233
2010-05,H3,25,6198,3112217,23,524,551,5,581288065
2010-06,H3,25,4600,2616630,21,458,483,4,465597469
2010-07,H3,25,3940,2144068,22,449,476,4,385835778
2010-08,H3,25,5080,2797623,24,548,584,5,532186756
2010-09,H3,25,4403,3013339,23,539,576,4,525606274
2010-10,H3,25,4578,2918012,23,534,581,4,537109355
2010-11,H3,25,7444,4548960,26,563,618,5,819480720
2010-12,H3,25,4770,2805701,24,395,438,3,487411897
2009-12,H3,26,287,40182,12,40,44,1,4848650
2010-06,H3,26,443,133932,15,70,76,4,22658486
2010-05,H3,26,715,162458,16,88,93,5,26712460
2010-09,H3,26,574,106434,12,99,105,4,16889641
2010-11,H3,26,853,161799,14,92,107,5,21405457
2010-10,H3,26,765,199006,14,94,101,4,24485736
2010-08,H3,26,746,236673,12,92,98,5,39872200
2010-03,F1,26,1552,316371,46,120,126,5,40141912
2010-04,F1,26,1918,448314,47,131,138,4,56870574
2010-12,F1,26,689,130162,47,110,116,3,17383941
2009-12,F3,25,329,196962,15,70,71,1,31359663
2010-03,F3,25,690,777445,16,75,78,5,112932562
2010-04,F3,25,783,627064,16,82,85,4,114322568
2010-06,F3,25,1526,1504402,19,113,116,4,230057479
2010-07,F3,25,1397,1196882,17,104,106,4,167417533
2010-08,F3,25,1959,1754321,17,121,124,5,328951752
2010-09,F3,25,1125,1063700,20,110,114,4,193856820
2010-10,F3,25,897,916202,18,102,105,4,194738090
2010-11,F3,25,1588,1248658,18,136,146,5,241729977
2010-12,F3,25,1128,980890,18,124,134,3,158077816
2010-02,B1,25,132329,75964196,219,7247,7984,4,13889991224
2010-03,B1,26,38647,11914814,182,3637,3998,5,1748147840
2009-12,B1,26,9529,2328173,159,2134,2308,1,330368157
2010-02,B1,26,29325,9279163,180,3079,3357,4,1370527743
2009-12,T1,25,9337,4556250,30,1604,1660,1,571199482
2010-06,T1,25,36257,20313451,42,2291,2397,4,2877779035
2009-12,T1,26,2709,870620,19,869,894,1,105104331
2010-06,T1,26,9794,3579558,28,1282,1336,4,508291865
2010-01,H5,25,1890,495366,54,134,145,4,101035958
2009-12,H5,25,429,149306,49,94,98,1,24615061
2010-02,H5,25,2076,717448,51,141,151,4,122379083
2010-03,H5,25,2729,1039689,55,154,162,5,154979231
2010-11,H5,25,3203,1370002,68,252,272,5,357160226
2010-12,H5,25,1503,561520,54,176,187,3,115434985
2010-01,H5,26,471,72883,24,50,55,4,10398304
2009-12,H5,26,105,5467,24,39,41,1,836783
2010-02,H5,26,443,96202,26,55,59,4,14225191
2010-03,H5,26,547,118212,31,69,72,5,18336832
2010-04,H5,26,505,49776,30,74,78,4,9233423
2010-05,H5,26,416,84833,33,76,79,5,12761805
2010-07,H5,26,532,137064,37,77,83,4,20104957
2010-08,H5,26,469,101221,34,79,85,5,14802224
2010-06,H5,26,472,109066,32,79,82,4,16376123
2010-09,H5,26,456,77804,37,80,83,4,12115410
2010-10,H5,26,590,95509,37,83,90,4,14789415
2010-11,H5,26,746,111871,33,87,93,5,17890260
2010-12,H5,26,365,75248,26,65,68,3,11360666
2010-01,T4,25,29484,11563802,32,1066,1214,4,2017101492
2010-02,T4,25,24374,9630244,33,1182,1327,4,1599183008
2010-01,T4,26,8252,1962117,25,558,627,4,261854637
2009-12,T4,26,2067,422567,26,437,495,1,55343571
2010-03,B3,25,24614,12100445,32,992,1135,5,1644076859
2010-07,B3,25,16486,8146282,33,981,1125,4,1228814450
2010-08,B3,25,19512,10018145,37,1086,1229,5,1482159043
2010-09,B3,25,14746,8631755,34,1012,1145,4,1193509677
2010-10,B3,25,15409,9049914,36,1030,1176,4,1295972428
2010-11,B3,25,22191,12557686,37,1174,1356,5,2002847507
2010-12,B3,25,13702,7340034,34,946,1082,3,1142290552
2010-08,T3,25,31,21446,4,11,11,5,5247336
2010-09,T3,25,27,7331,3,9,9,4,2687949
2010-12,B1,25,90447,52056016,219,7487,8405,3,10971458939
2010-02,F3,25,350,397492,15,54,54,4,63287232
2010-05,F3,25,1384,1160202,19,107,113,5,194527462
2010-12,F3,26,168,56134,14,39,41,3,7655887
2010-09,A1,25,3387,1535341,34,277,287,4,276032730
2010-08,A1,25,3843,2000270,36,253,264,5,404472353
2010-10,B1,25,120511,73406230,215,9194,10248,4,16125003535
2010-06,B1,25,124086,69138601,207,7263,8077,4,13663341882
2010-06,B1,26,27799,7574506,177,3281,3619,4,1278556755
2010-10,B1,26,31155,9130268,185,3853,4258,4,1443194230
2010-12,B1,26,22335,6511582,180,3115,3457,3,1107506393
2010-01,H1,25,524,154868,26,76,78,4,54585088
2010-02,H1,25,537,194575,25,75,77,4,44593192
2010-03,H1,25,696,158461,29,87,89,5,32790228
2010-04,H1,25,535,160262,28,81,83,4,28253851
2010-05,H1,25,1036,403884,34,98,102,5,85134812
2010-06,H1,25,481,250114,27,81,83,4,73976006
2010-07,H1,25,431,175580,31,92,95,4,42798858
2010-08,H1,25,620,318553,30,105,106,5,81805222
2010-09,H1,25,378,211563,33,101,103,4,64678491
2010-10,H1,25,342,229408,32,104,110,4,70161901
2010-11,H1,25,680,371727,40,140,149,5,105676059
2010-12,H1,25,394,121985,35,99,101,3,36758615
2010-10,G3,25,14662,8994895,75,1895,1998,4,1945896105
2010-11,G3,25,18236,10873220,77,2065,2183,5,2455086332
2010-11,G3,26,6606,2232072,69,1364,1413,5,388031475
2010-10,G3,26,5479,1847531,64,1243,1289,4,301778530
2010-04,G7,25,33927,16002135,241,2738,2852,4,3238819430
2010-07,G7,25,30757,16393966,238,2781,2898,4,3630640665
2010-08,G7,25,39817,21521702,247,3223,3386,5,4641613329
2010-04,G7,26,8571,2698786,181,1432,1471,4,422348567
2010-07,G7,26,7898,2542894,172,1338,1378,4,381453634
2010-08,G7,26,11090,3637683,187,1590,1650,5,527502184
2010-02,G7,25,27937,13292112,231,2480,2577,4,2423061055
2010-03,G7,25,39919,19785947,243,2865,2985,5,3540773149
2010-09,G7,25,31549,16247369,232,2950,3100,4,3515042743
2010-10,G7,25,32436,18678227,241,3204,3360,4,4149274298
2010-11,G7,25,47944,27646135,255,4161,4373,5,6231734622
2010-03,G7,26,9841,3590368,184,1491,1532,5,507070190
2010-02,G7,26,6994,2465819,163,1204,1241,4,349903794
2010-09,G7,26,9381,2783849,171,1549,1606,4,415878994
2010-10,G7,26,9148,2689263,180,1594,1655,4,409790483
2010-11,G7,26,13073,4675439,186,1981,2063,5,695322625
2010-02,T4,26,6117,1545481,27,606,669,4,210374988
2010-12,G7,25,31076,17015335,239,3218,3378,3,3586775036
2010-12,G7,26,8709,3065637,177,1657,1721,3,458254430
2009-12,A1,25,1054,358504,27,136,143,1,69960984
2010-01,A1,25,1855,624706,29,199,210,4,140762699
2010-02,A1,25,2155,782391,33,241,255,4,135458428
2010-03,A1,25,3973,1921920,36,265,279,5,278185511
2010-04,A1,25,3569,1458225,36,239,252,4,280977185
2010-01,A1,26,295,29570,11,49,52,4,3993321
2010-02,A1,26,350,53915,11,58,60,4,6295079
2009-12,A1,26,204,18390,13,43,45,1,2442735
2010-04,A1,26,541,100921,11,68,71,4,20597223
2010-03,A1,26,460,63929,14,66,70,5,7680298
2010-04,G5,25,1445,737001,13,58,61,4,131637234
2010-05,G5,25,1778,1133370,14,58,63,5,205728668
2009-12,D1,25,1712,915565,65,220,232,1,146995620
2010-04,H2,25,3220,1506347,46,109,125,4,269009947
2010-04,H2,26,560,45443,20,38,42,4,6825306
2010-02,F2,25,2535,1689686,20,100,107,4,235358408
2010-03,F2,25,3966,2346497,21,115,121,5,332292740
2010-04,F2,25,4033,2585622,21,126,139,4,404467671
2010-05,F2,25,3608,2546358,19,122,136,5,377539163
2010-06,F2,25,3511,2389545,19,113,124,4,382088125
2010-09,F2,25,3128,2182150,18,119,135,4,333124197
2010-10,F2,25,3640,2944713,18,132,148,4,455091790
2010-11,F2,25,4042,3519112,19,139,156,5,538466634
2010-03,H4,25,1935,831147,23,68,73,5,122256430
2010-04,H4,25,1806,789866,21,59,65,4,135150962
2010-05,H4,25,1892,1025216,22,66,74,5,164714298
2010-06,H4,25,1497,754997,21,56,62,4,127051311
2010-07,H4,25,1168,607352,21,55,58,4,90385912
2010-08,H4,25,1846,1090311,22,62,69,5,194937505
2010-09,H4,25,1794,1025364,19,66,74,4,176941970
2010-10,H4,25,1659,910303,24,66,71,4,165546252
2010-11,H4,25,2253,1354876,24,68,73,5,214485846
2010-10,H4,26,158,21966,9,16,17,4,2875003
2010-11,H4,26,167,7222,8,14,14,5,1035028
2009-12,F1,26,226,16464,25,45,46,1,2173194
2010-08,F3,26,309,84337,11,33,33,5,10230716
2010-04,B3,25,22832,10808626,29,877,1002,4,1731880000
2010-05,B3,25,23159,11901663,32,932,1063,5,1704628518
2010-06,B3,25,18119,9546697,33,918,1058,4,1324379140
2010-11,D1,26,569,162364,29,74,75,5,21602925
2010-10,D1,26,320,65168,23,60,62,4,11281422
2010-07,A1,25,3128,1088578,30,225,241,4,242524871
2010-11,A1,25,6033,2489256,40,376,394,5,552307380
2010-12,A1,25,3482,1419205,38,302,317,3,290977905
2010-11,A1,26,1019,335243,14,101,105,5,51494015
2010-12,A1,26,574,142241,13,83,86,3,26552318
2010-03,G2,25,1189,734897,18,98,99,5,91648321
2010-04,G2,25,1305,569775,18,115,120,4,91042679
2010-05,G2,25,2655,1069941,15,117,125,5,168327786
2010-11,G2,25,2521,1126819,18,189,204,5,205484591
